x,libm_expm1f,q24_8,q8_24,q24_minus_libm,q8_minus_libm,q24_abs_err,q8_abs_err,q24_rel_err,q8_rel_err,q24_minus_q8
2.9600000381e-01,3.4447017312e-01,3.4375000000e-01,3.4446996450e-01,-7.2017312050e-04,-2.0861625671e-07,7.2017312050e-04,2.0861625671e-07,2.0906690042e-03,6.0561484361e-07,-7.1996450424e-04
2.9609999061e-01,3.4460461140e-01,3.4375000000e-01,3.4460449219e-01,-8.5461139679e-04,-1.1920928955e-07,8.5461139679e-04,1.1920928955e-07,2.4799767416e-03,3.4593062992e-07,-8.5449218750e-04
2.9620000720e-01,3.4473907948e-01,3.4375000000e-01,3.4473890066e-01,-9.8907947540e-04,-1.7881393433e-07,9.8907947540e-04,1.7881393433e-07,2.8690667823e-03,5.1869352546e-07,-9.8890066147e-04
2.9629999399e-01,3.4487354755e-01,3.4375000000e-01,3.4487336874e-01,-1.1235475540e-03,-1.7881393433e-07,1.1235475540e-03,1.7881393433e-07,3.2578536775e-03,5.1849127658e-07,-1.1233687401e-03
2.9640001059e-01,3.4500807524e-01,3.4375000000e-01,3.4500789642e-01,-1.2580752373e-03,-1.7881393433e-07,1.2580752373e-03,1.7881393433e-07,3.6465094890e-03,5.1828914138e-07,-1.2578964233e-03
2.9649999738e-01,3.4514254332e-01,3.4375000000e-01,3.4514236450e-01,-1.3925433159e-03,-1.7881393433e-07,1.3925433159e-03,1.7881393433e-07,4.0346905589e-03,5.1808717672e-07,-1.3923645020e-03
2.9660001397e-01,3.4527710080e-01,3.4375000000e-01,3.4527689219e-01,-1.5271008015e-03,-2.0861625671e-07,1.5271008015e-03,2.0861625671e-07,4.4228266925e-03,6.0419949932e-07,-1.5268921852e-03
2.9670000076e-01,3.4541162848e-01,3.4375000000e-01,3.4541141987e-01,-1.6616284847e-03,-2.0861625671e-07,1.6616284847e-03,2.0861625671e-07,4.8105749302e-03,6.0396422441e-07,-1.6614198685e-03
2.9679998755e-01,3.4554615617e-01,3.4375000000e-01,3.4554594755e-01,-1.7961561680e-03,-2.0861625671e-07,1.7961561680e-03,2.0861625671e-07,5.1980209537e-03,6.0372906319e-07,-1.7959475517e-03
2.9690000415e-01,3.4568074346e-01,3.4375000000e-01,3.4568053484e-01,-1.9307434559e-03,-2.0861625671e-07,1.9307434559e-03,2.0861625671e-07,5.5853370577e-03,6.0349401565e-07,-1.9305348396e-03
2.9699999094e-01,3.4581530094e-01,3.4375000000e-01,3.4581512213e-01,-2.0653009415e-03,-1.7881393433e-07,2.0653009415e-03,1.7881393433e-07,5.9722657315e-03,5.1707928606e-07,-2.0651221275e-03
2.9710000753e-01,3.4594988823e-01,3.4375000000e-01,3.4594970942e-01,-2.1998882294e-03,-1.7881393433e-07,2.1998882294e-03,1.7881393433e-07,6.3589792699e-03,5.1687811720e-07,-2.1997094154e-03
2.9719999433e-01,3.4608447552e-01,3.4375000000e-01,3.4608435631e-01,-2.3344755173e-03,-1.1920928955e-07,2.3344755173e-03,1.1920928955e-07,6.7453919910e-03,3.4445142205e-07,-2.3343563080e-03
2.9730001092e-01,3.4621912241e-01,3.4375000000e-01,3.4621900320e-01,-2.4691224098e-03,-1.1920928955e-07,2.4691224098e-03,1.1920928955e-07,7.1316752583e-03,3.4431747054e-07,-2.4690032005e-03
2.9739999771e-01,3.4635373950e-01,3.4375000000e-01,3.4635359049e-01,-2.6037395000e-03,-1.4901161194e-07,2.6037395000e-03,1.4901161194e-07,7.5175729580e-03,4.3022953378e-07,-2.6035904884e-03
2.9750001431e-01,3.4648838639e-01,3.4375000000e-01,3.4648817778e-01,-2.7383863926e-03,-2.0861625671e-07,2.7383863926e-03,2.0861625671e-07,7.9032555223e-03,6.0208731156e-07,-2.7381777763e-03
2.9760000110e-01,3.4662303329e-01,3.4375000000e-01,3.4662288427e-01,-2.8730332851e-03,-1.4901161194e-07,2.8730332851e-03,1.4901161194e-07,8.2886395976e-03,4.2989529447e-07,-2.8728842735e-03
2.9769998789e-01,3.4675768018e-01,3.4375000000e-01,3.4675747156e-01,-3.0076801777e-03,-2.0861625671e-07,3.0076801777e-03,2.0861625671e-07,8.6737237871e-03,6.0161971760e-07,-3.0074715614e-03
2.9780000448e-01,3.4689238667e-01,3.4375000000e-01,3.4689217806e-01,-3.1423866749e-03,-2.0861625671e-07,3.1423866749e-03,2.0861625671e-07,9.0586785227e-03,6.0138609115e-07,-3.1421780586e-03
2.9789999127e-01,3.4702706337e-01,3.4375000000e-01,3.4702694416e-01,-3.2770633698e-03,-1.1920928955e-07,3.2770633698e-03,1.1920928955e-07,9.4432504848e-03,3.4351583622e-07,-3.2769441605e-03
2.9800000787e-01,3.4716179967e-01,3.4375000000e-01,3.4716165066e-01,-3.4117996693e-03,-1.4901161194e-07,3.4117996693e-03,1.4901161194e-07,9.8276929930e-03,4.2922812327e-07,-3.4116506577e-03
2.9809999466e-01,3.4729650617e-01,3.4375000000e-01,3.4729629755e-01,-3.5465061665e-03,-2.0861625671e-07,3.5465061665e-03,2.0861625671e-07,1.0211752728e-02,6.0068629182e-07,-3.5462975502e-03
2.9820001125e-01,3.4743127227e-01,3.4375000000e-01,3.4743106365e-01,-3.6812722683e-03,-2.0861625671e-07,3.6812722683e-03,2.0861625671e-07,1.0595684871e-02,6.0045329064e-07,-3.6810636520e-03
2.9829999804e-01,3.4756597877e-01,3.4375000000e-01,3.4756588936e-01,-3.8159787655e-03,-8.9406967163e-08,3.8159787655e-03,8.9406967163e-08,1.0979149491e-02,2.5723738872e-07,-3.8158893585e-03
2.9840001464e-01,3.4770077467e-01,3.4375000000e-01,3.4770059586e-01,-3.9507746696e-03,-1.7881393433e-07,3.9507746696e-03,1.7881393433e-07,1.1362570338e-02,5.1427531389e-07,-3.9505958557e-03
2.9850000143e-01,3.4783554077e-01,3.4375000000e-01,3.4783530235e-01,-4.0855407715e-03,-2.3841857910e-07,4.0855407715e-03,2.3841857910e-07,1.1745610274e-02,6.8543477028e-07,-4.0853023529e-03
2.9859998822e-01,3.4797030687e-01,3.4375000000e-01,3.4797012806e-01,-4.2203068733e-03,-1.7881393433e-07,4.2203068733e-03,1.7881393433e-07,1.2128353119e-02,5.1387701205e-07,-4.2201280594e-03
2.9870000482e-01,3.4810513258e-01,3.4375000000e-01,3.4810495377e-01,-4.3551325798e-03,-1.7881393433e-07,4.3551325798e-03,1.7881393433e-07,1.2510969304e-02,5.1367794640e-07,-4.3549537659e-03
2.9879999161e-01,3.4823992848e-01,3.4375000000e-01,3.4823971987e-01,-4.4899284840e-03,-2.0861625671e-07,4.4899284840e-03,2.0861625671e-07,1.2893204577e-02,5.9905897842e-07,-4.4897198677e-03
2.9890000820e-01,3.4837478399e-01,3.4765625000e-01,3.4837460518e-01,-7.1853399277e-04,-1.7881393433e-07,7.1853399277e-04,1.7881393433e-07,2.0625316538e-03,5.1328038353e-07,-7.1835517883e-04
2.9899999499e-01,3.4850960970e-01,3.4765625000e-01,3.4850955009e-01,-8.5335969925e-04,-5.9604644775e-08,8.5335969925e-04,5.9604644775e-08,2.4485972244e-03,1.7102726702e-07,-8.5330009460e-04
2.9910001159e-01,3.4864449501e-01,3.4765625000e-01,3.4864425659e-01,-9.8824501038e-04,-2.3841857910e-07,9.8824501038e-04,2.3841857910e-07,2.8345349710e-03,6.8384440510e-07,-9.8800659180e-04
2.9919999838e-01,3.4877935052e-01,3.4765625000e-01,3.4877920151e-01,-1.1231005192e-03,-1.4901161194e-07,1.1231005192e-03,1.4901161194e-07,3.2200890128e-03,4.2723749516e-07,-1.1229515076e-03
2.9929998517e-01,3.4891420603e-01,3.4765625000e-01,3.4891402721e-01,-1.2579560280e-03,-1.7881393433e-07,1.2579560280e-03,1.7881393433e-07,3.6053447984e-03,5.1248684940e-07,-1.2577772141e-03
2.9940000176e-01,3.4904915094e-01,3.4765625000e-01,3.4904897213e-01,-1.3929009438e-03,-1.7881393433e-07,1.3929009438e-03,1.7881393433e-07,3.9905579761e-03,5.1228869324e-07,-1.3927221298e-03
2.9949998856e-01,3.4918403625e-01,3.4765625000e-01,3.4918379784e-01,-1.5277862549e-03,-2.3841857910e-07,1.5277862549e-03,2.3841857910e-07,4.3753036298e-03,6.8278774279e-07,-1.5275478363e-03
2.9960000515e-01,3.4931898117e-01,3.4765625000e-01,3.4931874275e-01,-1.6627311707e-03,-2.3841857910e-07,1.6627311707e-03,2.3841857910e-07,4.7599221580e-03,6.8252398933e-07,-1.6624927521e-03
2.9969999194e-01,3.4945389628e-01,3.4765625000e-01,3.4945374727e-01,-1.7976462841e-03,-1.4901161194e-07,1.7976462841e-03,1.4901161194e-07,5.1441588439e-03,4.2641278242e-07,-1.7974972725e-03
2.9980000854e-01,3.4958887100e-01,3.4765625000e-01,3.4958869219e-01,-1.9326210022e-03,-1.7881393433e-07,1.9326210022e-03,1.7881393433e-07,5.5282679386e-03,5.1149777391e-07,-1.9324421883e-03
2.9989999533e-01,3.4972381592e-01,3.4765625000e-01,3.4972357750e-01,-2.0675659180e-03,-2.3841857910e-07,2.0675659180e-03,2.3841857910e-07,5.9119961224e-03,6.8173392265e-07,-2.0673274994e-03
3.0000001192e-01,3.4985882044e-01,3.4765625000e-01,3.4985858202e-01,-2.2025704384e-03,-2.3841857910e-07,2.2025704384e-03,2.3841857910e-07,6.2955976464e-03,6.8147085130e-07,-2.2023320198e-03
3.0009999871e-01,3.4999379516e-01,3.4765625000e-01,3.4999364614e-01,-2.3375451565e-03,-1.4901161194e-07,2.3375451565e-03,1.4901161194e-07,6.6788187250e-03,4.2575501880e-07,-2.3373961449e-03
3.0019998550e-01,3.5012879968e-01,3.4765625000e-01,3.5012859106e-01,-2.4725496769e-03,-2.0861625671e-07,2.4725496769e-03,2.0861625671e-07,7.0618288592e-03,5.9582720269e-07,-2.4723410606e-03
3.0030000210e-01,3.5026383400e-01,3.4765625000e-01,3.5026365519e-01,-2.6075839996e-03,-1.7881393433e-07,2.6075839996e-03,1.7881393433e-07,7.4446280487e-03,5.1051210903e-07,-2.6074051857e-03
3.0039998889e-01,3.5039883852e-01,3.4765625000e-01,3.5039865971e-01,-2.7425885201e-03,-1.7881393433e-07,2.7425885201e-03,1.7881393433e-07,7.8270481899e-03,5.1031543080e-07,-2.7424097061e-03
3.0050000548e-01,3.5053390265e-01,3.4765625000e-01,3.5053378344e-01,-2.8776526451e-03,-1.1920928955e-07,2.8776526451e-03,1.1920928955e-07,8.2093421370e-03,3.4007919680e-07,-2.8775334358e-03
3.0059999228e-01,3.5066896677e-01,3.4765625000e-01,3.5066878796e-01,-3.0127167702e-03,-1.7881393433e-07,3.0127167702e-03,1.7881393433e-07,8.5913408548e-03,5.0992230172e-07,-3.0125379562e-03
3.0070000887e-01,3.5080406070e-01,3.4765625000e-01,3.5080391169e-01,-3.1478106976e-03,-1.4901161194e-07,3.1478106976e-03,1.4901161194e-07,8.9731309563e-03,4.2477162765e-07,-3.1476616859e-03
3.0079999566e-01,3.5093912482e-01,3.4765625000e-01,3.5093897581e-01,-3.2828748226e-03,-1.4901161194e-07,3.2828748226e-03,1.4901161194e-07,9.3545420095e-03,4.2460814598e-07,-3.2827258110e-03
3.0090001225e-01,3.5107424855e-01,3.4765625000e-01,3.5107403994e-01,-3.4179985523e-03,-2.0861625671e-07,3.4179985523e-03,2.0861625671e-07,9.7358282655e-03,5.9422262666e-07,-3.4177899361e-03
3.0099999905e-01,3.5120934248e-01,3.4765625000e-01,3.5120916367e-01,-3.5530924797e-03,-1.7881393433e-07,3.5530924797e-03,1.7881393433e-07,1.0116736405e-02,5.0913774885e-07,-3.5529136658e-03
3.0109998584e-01,3.5134443641e-01,3.4765625000e-01,3.5134422779e-01,-3.6881864071e-03,-2.0861625671e-07,3.6881864071e-03,2.0861625671e-07,1.0497352108e-02,5.9376566242e-07,-3.6879777908e-03
3.0120000243e-01,3.5147961974e-01,3.4765625000e-01,3.5147947073e-01,-3.8233697414e-03,-1.4901161194e-07,3.8233697414e-03,1.4901161194e-07,1.0877926834e-02,4.2395518562e-07,-3.8232207298e-03
3.0129998922e-01,3.5161474347e-01,3.4765625000e-01,3.5161459446e-01,-3.9584934711e-03,-1.4901161194e-07,3.9584934711e-03,1.4901161194e-07,1.1258041486e-02,4.2379227239e-07,-3.9583444595e-03
3.0140000582e-01,3.5174995661e-01,3.4765625000e-01,3.5174971819e-01,-4.0937066078e-03,-2.3841857910e-07,4.0937066078e-03,2.3841857910e-07,1.1638115160e-02,6.7780700874e-07,-4.0934681892e-03
3.0149999261e-01,3.5188511014e-01,3.4765625000e-01,3.5188496113e-01,-4.2288601398e-03,-1.4901161194e-07,4.2288601398e-03,1.4901161194e-07,1.2017729692e-02,4.2346664486e-07,-4.2287111282e-03
3.0160000920e-01,3.5202032328e-01,3.4765625000e-01,3.5202014446e-01,-4.3640732765e-03,-1.7881393433e-07,4.3640732765e-03,1.7881393433e-07,1.2397219427e-02,5.0796478490e-07,-4.3638944626e-03
3.0169999599e-01,3.5215550661e-01,3.4765625000e-01,3.5215532780e-01,-4.4992566109e-03,-1.7881393433e-07,4.4992566109e-03,1.7881393433e-07,1.2776334770e-02,5.0776981197e-07,-4.4990777969e-03
3.0180001259e-01,3.5229074955e-01,3.4765625000e-01,3.5229057074e-01,-4.6344995499e-03,-1.7881393433e-07,4.6344995499e-03,1.7881393433e-07,1.3155325316e-02,5.0757489589e-07,-4.6343207359e-03
3.0189999938e-01,3.5242599249e-01,3.4765625000e-01,3.5242587328e-01,-4.7697424889e-03,-1.1920928955e-07,4.7697424889e-03,1.1920928955e-07,1.3534026220e-02,3.3825338619e-07,-4.7696232796e-03
3.0199998617e-01,3.5256120563e-01,3.4765625000e-01,3.5256099701e-01,-4.9049556255e-03,-2.0861625671e-07,4.9049556255e-03,2.0861625671e-07,1.3912351802e-02,5.9171640032e-07,-4.9047470093e-03
3.0210000277e-01,3.5269650817e-01,3.4765625000e-01,3.5269629955e-01,-5.0402581692e-03,-2.0861625671e-07,5.0402581692e-03,2.0861625671e-07,1.4290638268e-02,5.9148942455e-07,-5.0400495529e-03
3.0219998956e-01,3.5283175111e-01,3.4765625000e-01,3.5283160210e-01,-5.1755011082e-03,-1.4901161194e-07,5.1755011082e-03,1.4901161194e-07,1.4668467455e-02,4.2233051545e-07,-5.1753520966e-03
3.0230000615e-01,3.5296705365e-01,3.4765625000e-01,3.5296684504e-01,-5.3108036518e-03,-2.0861625671e-07,5.3108036518e-03,2.0861625671e-07,1.5046173707e-02,5.9103604144e-07,-5.3105950356e-03
3.0239999294e-01,3.5310235620e-01,3.4765625000e-01,3.5310208797e-01,-5.4461061954e-03,-2.6822090149e-07,5.4461061954e-03,2.6822090149e-07,1.5423590317e-02,7.5961230550e-07,-5.4458379745e-03
3.0250000954e-01,3.5323768854e-01,3.4765625000e-01,3.5323750973e-01,-5.5814385414e-03,-1.7881393433e-07,5.5814385414e-03,1.7881393433e-07,1.5800802037e-02,5.0621417813e-07,-5.5812597275e-03
3.0259999633e-01,3.5337299109e-01,3.4765625000e-01,3.5337281227e-01,-5.7167410851e-03,-1.7881393433e-07,5.7167410851e-03,1.7881393433e-07,1.6177639365e-02,5.0602039892e-07,-5.7165622711e-03
3.0270001292e-01,3.5350838304e-01,3.4765625000e-01,3.5350817442e-01,-5.8521330357e-03,-2.0861625671e-07,5.8521330357e-03,2.0861625671e-07,1.6554439440e-02,5.9013098053e-07,-5.8519244194e-03
3.0279999971e-01,3.5364371538e-01,3.5156250000e-01,3.5364347696e-01,-2.0812153816e-03,-2.3841857910e-07,2.0812153816e-03,2.3841857910e-07,5.8850627393e-03,6.7417732907e-07,-2.0809769630e-03
3.0289998651e-01,3.5377904773e-01,3.5156250000e-01,3.5377889872e-01,-2.2165477276e-03,-1.4901161194e-07,2.2165477276e-03,1.4901161194e-07,6.2653450295e-03,4.2119964405e-07,-2.2163987160e-03
3.0300000310e-01,3.5391446948e-01,3.5156250000e-01,3.5391438007e-01,-2.3519694805e-03,-8.9406967163e-08,2.3519694805e-03,8.9406967163e-08,6.6455872729e-03,2.5262309578e-07,-2.3518800735e-03
3.0309998989e-01,3.5404986143e-01,3.5156250000e-01,3.5404968262e-01,-2.4873614311e-03,-1.7881393433e-07,2.4873614311e-03,1.7881393433e-07,7.0254551247e-03,5.0505298077e-07,-2.4871826172e-03
3.0320000648e-01,3.5418528318e-01,3.5156250000e-01,3.5418510437e-01,-2.6227831841e-03,-1.7881393433e-07,2.6227831841e-03,1.7881393433e-07,7.4051162228e-03,5.0485988368e-07,-2.6226043701e-03
3.0329999328e-01,3.5432070494e-01,3.5156250000e-01,3.5432052612e-01,-2.7582049370e-03,-1.7881393433e-07,2.7582049370e-03,1.7881393433e-07,7.7844872139e-03,5.0466690027e-07,-2.7580261230e-03
3.0340000987e-01,3.5445615649e-01,3.5156250000e-01,3.5445600748e-01,-2.8936564922e-03,-1.4901161194e-07,2.8936564922e-03,1.4901161194e-07,8.1636514515e-03,4.2039505388e-07,-2.8935074806e-03
3.0349999666e-01,3.5459157825e-01,3.5156250000e-01,3.5459142923e-01,-3.0290782452e-03,-1.4901161194e-07,3.0290782452e-03,1.4901161194e-07,8.5424426943e-03,4.2023449964e-07,-3.0289292336e-03
3.0360001326e-01,3.5472708941e-01,3.5156250000e-01,3.5472691059e-01,-3.1645894051e-03,-1.7881393433e-07,3.1645894051e-03,1.7881393433e-07,8.9211948216e-03,5.0408874586e-07,-3.1644105911e-03
3.0370000005e-01,3.5486254096e-01,3.5156250000e-01,3.5486239195e-01,-3.3000409603e-03,-1.4901161194e-07,3.3000409603e-03,1.4901161194e-07,9.2994906008e-03,4.1991361854e-07,-3.2998919487e-03
3.0379998684e-01,3.5499802232e-01,3.5156250000e-01,3.5499775410e-01,-3.4355223179e-03,-2.6822090149e-07,3.4355223179e-03,2.6822090149e-07,9.6775814891e-03,7.5555601597e-07,-3.4352540970e-03
3.0390000343e-01,3.5513353348e-01,3.5156250000e-01,3.5513335466e-01,-3.5710334778e-03,-1.7881393433e-07,3.5710334778e-03,1.7881393433e-07,1.0055466555e-02,5.0351184200e-07,-3.5708546638e-03
3.0399999022e-01,3.5526904464e-01,3.5156250000e-01,3.5526883602e-01,-3.7065446377e-03,-2.0861625671e-07,3.7065446377e-03,2.0861625671e-07,1.0433063842e-02,5.8720638663e-07,-3.7063360214e-03
3.0410000682e-01,3.5540458560e-01,3.5156250000e-01,3.5540443659e-01,-3.8420855999e-03,-1.4901161194e-07,3.8420855999e-03,1.4901161194e-07,1.0810456239e-02,4.1927319216e-07,-3.8419365883e-03
3.0419999361e-01,3.5554012656e-01,3.5156250000e-01,3.5553991795e-01,-3.9776265621e-03,-2.0861625671e-07,3.9776265621e-03,2.0861625671e-07,1.1187559925e-02,5.8675868786e-07,-3.9774179459e-03
3.0430001020e-01,3.5567569733e-01,3.5156250000e-01,3.5567545891e-01,-4.1131973267e-03,-2.3841857910e-07,4.1131973267e-03,2.3841857910e-07,1.1564459652e-02,6.7032573270e-07,-4.1129589081e-03
3.0439999700e-01,3.5581126809e-01,3.5156250000e-01,3.5581111908e-01,-4.2487680912e-03,-1.4901161194e-07,4.2487680912e-03,1.4901161194e-07,1.1941072531e-02,4.1879397372e-07,-4.2486190796e-03
3.0450001359e-01,3.5594686866e-01,3.5156250000e-01,3.5594671965e-01,-4.3843686581e-03,-1.4901161194e-07,4.3843686581e-03,1.4901161194e-07,1.2317480519e-02,4.1863441425e-07,-4.3842196465e-03
3.0460000038e-01,3.5608246922e-01,3.5156250000e-01,3.5608220100e-01,-4.5199692249e-03,-2.6822090149e-07,4.5199692249e-03,2.6822090149e-07,1.2693602592e-02,7.5325499438e-07,-4.5197010040e-03
3.0469998717e-01,3.5621806979e-01,3.5156250000e-01,3.5621786118e-01,-4.6555697918e-03,-2.0861625671e-07,4.6555697918e-03,2.0861625671e-07,1.3069437817e-02,5.8564199890e-07,-4.6553611755e-03
3.0480000377e-01,3.5635370016e-01,3.5156250000e-01,3.5635352135e-01,-4.7912001610e-03,-1.7881393433e-07,4.7912001610e-03,1.7881393433e-07,1.3445069082e-02,5.0178778110e-07,-4.7910213470e-03
3.0489999056e-01,3.5648933053e-01,3.5156250000e-01,3.5648912191e-01,-4.9268305302e-03,-2.0861625671e-07,4.9268305302e-03,2.0861625671e-07,1.3820415363e-02,5.8519634649e-07,-4.9266219139e-03
3.0500000715e-01,3.5662502050e-01,3.5156250000e-01,3.5662478209e-01,-5.0625205040e-03,-2.3841857910e-07,5.0625205040e-03,2.3841857910e-07,1.4195640571e-02,6.6854136094e-07,-5.0622820854e-03
3.0509999394e-01,3.5676065087e-01,3.5156250000e-01,3.5676050186e-01,-5.1981508732e-03,-1.4901161194e-07,5.1981508732e-03,1.4901161194e-07,1.4570415020e-02,4.1767950165e-07,-5.1980018616e-03
3.0520001054e-01,3.5689637065e-01,3.5156250000e-01,3.5689622164e-01,-5.3338706493e-03,-1.4901161194e-07,5.3338706493e-03,1.4901161194e-07,1.4945152216e-02,4.1752068114e-07,-5.3337216377e-03
3.0529999733e-01,3.5703206062e-01,3.5156250000e-01,3.5703182220e-01,-5.4695606232e-03,-2.3841857910e-07,5.4695606232e-03,2.3841857910e-07,1.5319522470e-02,6.6777920438e-07,-5.4693222046e-03
3.0540001392e-01,3.5716778040e-01,3.5156250000e-01,3.5716760159e-01,-5.6052803993e-03,-1.7881393433e-07,5.6052803993e-03,1.7881393433e-07,1.5693690628e-02,5.0064409152e-07,-5.6051015854e-03
3.0550000072e-01,3.5730350018e-01,3.5156250000e-01,3.5730338097e-01,-5.7410001755e-03,-1.1920928955e-07,5.7410001755e-03,1.1920928955e-07,1.6067573801e-02,3.3363593843e-07,-5.7408809662e-03
3.0559998751e-01,3.5743921995e-01,3.5156250000e-01,3.5743898153e-01,-5.8767199516e-03,-2.3841857910e-07,5.8767199516e-03,2.3841857910e-07,1.6441171989e-02,6.6701852575e-07,-5.8764815331e-03
3.0570000410e-01,3.5757496953e-01,3.5156250000e-01,3.5757488012e-01,-6.0124695301e-03,-8.9406967163e-08,6.0124695301e-03,8.9406967163e-08,1.6814570874e-02,2.5003697601e-07,-6.0123801231e-03
3.0579999089e-01,3.5771071911e-01,3.5156250000e-01,3.5771059990e-01,-6.1482191086e-03,-1.1920928955e-07,6.1482191086e-03,1.1920928955e-07,1.7187684774e-02,3.3325613913e-07,-6.1480998993e-03
3.0590000749e-01,3.5784652829e-01,3.5156250000e-01,3.5784631968e-01,-6.2840282917e-03,-2.0861625671e-07,6.2840282917e-03,2.0861625671e-07,1.7560679466e-02,5.8297689520e-07,-6.2838196754e-03
3.0599999428e-01,3.5798230767e-01,3.5156250000e-01,3.5798215866e-01,-6.4198076725e-03,-1.4901161194e-07,6.4198076725e-03,1.4901161194e-07,1.7933309078e-02,4.1625412450e-07,-6.4196586609e-03
3.0610001087e-01,3.5811811686e-01,3.5156250000e-01,3.5811799765e-01,-6.5556168556e-03,-1.1920928955e-07,6.5556168556e-03,1.1920928955e-07,1.8305739388e-02,3.3287702195e-07,-6.5554976463e-03
3.0619999766e-01,3.5825392604e-01,3.5156250000e-01,3.5825377703e-01,-6.6914260387e-03,-1.4901161194e-07,6.6914260387e-03,1.4901161194e-07,1.8677886575e-02,4.1593852984e-07,-6.6912770271e-03
3.0630001426e-01,3.5838979483e-01,3.5156250000e-01,3.5838961601e-01,-6.8272948265e-03,-1.7881393433e-07,6.8272948265e-03,1.7881393433e-07,1.9049914554e-02,4.9893702680e-07,-6.8271160126e-03
3.0640000105e-01,3.5852560401e-01,3.5156250000e-01,3.5852545500e-01,-6.9631040096e-03,-1.4901161194e-07,6.9631040096e-03,1.4901161194e-07,1.9421497360e-02,4.1562336150e-07,-6.9629549980e-03
3.0649998784e-01,3.5866144300e-01,3.5156250000e-01,3.5866129398e-01,-7.0989429951e-03,-1.4901161194e-07,7.0989429951e-03,1.4901161194e-07,1.9792880863e-02,4.1546593366e-07,-7.0987939835e-03
3.0660000443e-01,3.5879734159e-01,3.5156250000e-01,3.5879719257e-01,-7.2348415852e-03,-1.4901161194e-07,7.2348415852e-03,1.4901161194e-07,2.0164145157e-02,4.1530856265e-07,-7.2346925735e-03
3.0669999123e-01,3.5893321037e-01,3.5937500000e-01,3.5893303156e-01,4.4178962708e-04,-1.7881393433e-07,4.4178962708e-04,1.7881393433e-07,1.2308408041e-03,4.9818163461e-07,4.4196844101e-04
3.0680000782e-01,3.5906913877e-01,3.5937500000e-01,3.5906898975e-01,3.0586123466e-04,-1.4901161194e-07,3.0586123466e-04,1.4901161194e-07,8.5181707982e-04,4.1499421854e-07,3.0601024628e-04
3.0689999461e-01,3.5920503736e-01,3.5937500000e-01,3.5920488834e-01,1.6996264458e-04,-1.4901161194e-07,1.6996264458e-04,1.4901161194e-07,4.7316332348e-04,4.1483718860e-07,1.7011165619e-04
3.0700001121e-01,3.5934099555e-01,3.5937500000e-01,3.5934084654e-01,3.4004449844e-05,-1.4901161194e-07,3.4004449844e-05,1.4901161194e-07,9.4630035164e-05,4.1468024392e-07,3.4153461456e-05
3.0709999800e-01,3.5947689414e-01,3.5937500000e-01,3.5947668552e-01,-1.0189414024e-04,-2.0861625671e-07,1.0189414024e-04,2.0861625671e-07,2.8345113969e-04,5.8033288042e-07,-1.0168552399e-04
3.0720001459e-01,3.5961288214e-01,3.5937500000e-01,3.5961264372e-01,-2.3788213730e-04,-2.3841857910e-07,2.3788213730e-04,2.3841857910e-07,6.6149502527e-04,6.6298673573e-07,-2.3764371872e-04
3.0730000138e-01,3.5974884033e-01,3.5937500000e-01,3.5974872112e-01,-3.7384033203e-04,-1.1920928955e-07,3.7384033203e-04,1.1920928955e-07,1.0391703108e-03,3.3136811339e-07,-3.7372112274e-04
3.0739998817e-01,3.5988479853e-01,3.5937500000e-01,3.5988456011e-01,-5.0979852676e-04,-2.3841857910e-07,5.0979852676e-04,2.3841857910e-07,1.4165603789e-03,6.6248583153e-07,-5.0956010818e-04
3.0750000477e-01,3.6002081633e-01,3.5937500000e-01,3.6002063751e-01,-6.4581632614e-04,-1.7881393433e-07,6.4581632614e-04,1.7881393433e-07,1.7938305391e-03,4.9667664825e-07,-6.4563751221e-04
3.0759999156e-01,3.6015680432e-01,3.5937500000e-01,3.6015659571e-01,-7.8180432320e-04,-2.0861625671e-07,7.8180432320e-04,2.0861625671e-07,2.1707331762e-03,5.7923728036e-07,-7.8159570694e-04
3.0770000815e-01,3.6029285192e-01,3.5937500000e-01,3.6029267311e-01,-9.1785192490e-04,-1.7881393433e-07,9.1785192490e-04,1.7881393433e-07,2.5475162547e-03,4.9630165222e-07,-9.1767311096e-04
3.0779999495e-01,3.6042886972e-01,3.5937500000e-01,3.6042863131e-01,-1.0538697243e-03,-2.3841857910e-07,1.0538697243e-03,2.3841857910e-07,2.9239326250e-03,6.6148578526e-07,-1.0536313057e-03
3.0790001154e-01,3.6056494713e-01,3.5937500000e-01,3.6056470871e-01,-1.1899471283e-03,-2.3841857910e-07,1.1899471283e-03,2.3841857910e-07,3.3002295531e-03,6.6123612896e-07,-1.1897087097e-03
3.0799999833e-01,3.6070099473e-01,3.5937500000e-01,3.6070078611e-01,-1.3259947300e-03,-2.0861625671e-07,1.3259947300e-03,2.0861625671e-07,3.6761604715e-03,5.7836342648e-07,-1.3257861137e-03
3.0809998512e-01,3.6083704233e-01,3.5937500000e-01,3.6083686352e-01,-1.4620423317e-03,-1.7881393433e-07,1.4620423317e-03,1.7881393433e-07,4.0518078022e-03,4.9555313808e-07,-1.4618635178e-03
3.0820000172e-01,3.6097314954e-01,3.5937500000e-01,3.6097288132e-01,-1.5981495380e-03,-2.6822090149e-07,1.5981495380e-03,2.6822090149e-07,4.4273361564e-03,7.4304944064e-07,-1.5978813171e-03
