x,libm_expm1f,q24_8,q8_24,q24_minus_libm,q8_minus_libm,q24_abs_err,q8_abs_err,q24_rel_err,q8_rel_err,q24_minus_q8
6.4920002222e-01,9.1400903463e-01,9.0234375000e-01,9.1400879622e-01,-1.1665284634e-02,-2.3841857910e-07,1.1665284634e-02,2.3841857910e-07,1.2762767263e-02,2.6084924798e-07,-1.1665046215e-02
6.4929997921e-01,9.1420036554e-01,9.0234375000e-01,9.1420006752e-01,-1.1856615543e-02,-2.9802322388e-07,1.1856615543e-02,2.9802322388e-07,1.2969383970e-02,3.2599334077e-07,-1.1856317520e-02
6.4939999580e-01,9.1439181566e-01,9.0234375000e-01,9.1439157724e-01,-1.2048065662e-02,-2.3841857910e-07,1.2048065662e-02,2.3841857910e-07,1.3176042587e-02,2.6074005177e-07,-1.2047827244e-02
6.4950001240e-01,9.1458332539e-01,9.0234375000e-01,9.1458308697e-01,-1.2239575386e-02,-2.3841857910e-07,1.2239575386e-02,2.3841857910e-07,1.3382679783e-02,2.6068545367e-07,-1.2239336967e-02
6.4960002899e-01,9.1477483511e-01,9.0234375000e-01,9.1477453709e-01,-1.2431085110e-02,-2.9802322388e-07,1.2431085110e-02,2.9802322388e-07,1.3589229435e-02,3.2578861919e-07,-1.2430787086e-02
6.4969998598e-01,9.1496622562e-01,9.0234375000e-01,9.1496592760e-01,-1.2622475624e-02,-2.9802322388e-07,1.2622475624e-02,2.9802322388e-07,1.3795564882e-02,3.2572046393e-07,-1.2622177601e-02
6.4980000257e-01,9.1515773535e-01,9.0234375000e-01,9.1515755653e-01,-1.2813985348e-02,-1.7881393433e-07,1.2813985348e-02,1.7881393433e-07,1.4001942240e-02,1.9539137952e-07,-1.2813806534e-02
6.4990001917e-01,9.1534930468e-01,9.0234375000e-01,9.1534900665e-01,-1.3005554676e-02,-2.9802322388e-07,1.3005554676e-02,2.9802322388e-07,1.4208297245e-02,3.2558415342e-07,-1.3005256653e-02
6.4999997616e-01,9.1554075480e-01,9.0234375000e-01,9.1554045677e-01,-1.3197004795e-02,-2.9802322388e-07,1.3197004795e-02,2.9802322388e-07,1.4414437115e-02,3.2551605500e-07,-1.3196706772e-02
6.5009999275e-01,9.1573238373e-01,9.0234375000e-01,9.1573208570e-01,-1.3388633728e-02,-2.9802322388e-07,1.3388633728e-02,2.9802322388e-07,1.4620684087e-02,3.2544795658e-07,-1.3388335705e-02
6.5020000935e-01,9.1592401266e-01,9.0234375000e-01,9.1592371464e-01,-1.3580262661e-02,-2.9802322388e-07,1.3580262661e-02,2.9802322388e-07,1.4826844446e-02,3.2537985817e-07,-1.3579964638e-02
6.5030002594e-01,9.1611564159e-01,9.0234375000e-01,9.1611534357e-01,-1.3771891594e-02,-2.9802322388e-07,1.3771891594e-02,2.9802322388e-07,1.5032918192e-02,3.2531178817e-07,-1.3771593571e-02
6.5039998293e-01,9.1630715132e-01,9.1015625000e-01,9.1630685329e-01,-6.1509013176e-03,-2.9802322388e-07,6.1509013176e-03,2.9802322388e-07,6.7127067596e-03,3.2524380345e-07,-6.1506032944e-03
6.5049999952e-01,9.1649883986e-01,9.1015625000e-01,9.1649860144e-01,-6.3425898552e-03,-2.3841857910e-07,6.3425898552e-03,2.3841857910e-07,6.9204559550e-03,2.6014060950e-07,-6.3423514366e-03
6.5060001612e-01,9.1669052839e-01,9.1015625000e-01,9.1669034958e-01,-6.5342783928e-03,-1.7881393433e-07,6.5342783928e-03,1.7881393433e-07,7.1281180717e-03,1.9506467197e-07,-6.5340995789e-03
6.5069997311e-01,9.1688209772e-01,9.1015625000e-01,9.1688185930e-01,-6.7258477211e-03,-2.3841857910e-07,6.7258477211e-03,2.3841857910e-07,7.3355645873e-03,2.6003189646e-07,-6.7256093025e-03
6.5079998970e-01,9.1707384586e-01,9.1015625000e-01,9.1707360744e-01,-6.9175958633e-03,-2.3841857910e-07,6.9175958633e-03,2.3841857910e-07,7.5431177393e-03,2.5997752573e-07,-6.9173574448e-03
6.5090000629e-01,9.1726559401e-01,9.1015625000e-01,9.1726529598e-01,-7.1093440056e-03,-2.9802322388e-07,7.1093440056e-03,2.9802322388e-07,7.7505838126e-03,3.2490396507e-07,-7.1090459824e-03
6.5100002289e-01,9.1745734215e-01,9.1015625000e-01,9.1745704412e-01,-7.3010921478e-03,-2.9802322388e-07,7.3010921478e-03,2.9802322388e-07,7.9579632729e-03,3.2483606560e-07,-7.3007941246e-03
6.5109997988e-01,9.1764903069e-01,9.1015625000e-01,9.1764879227e-01,-7.4927806854e-03,-2.3841857910e-07,7.4927806854e-03,2.3841857910e-07,8.1651918590e-03,2.5981455565e-07,-7.4925422668e-03
6.5119999647e-01,9.1784083843e-01,9.1015625000e-01,9.1784054041e-01,-7.6845884323e-03,-2.9802322388e-07,7.6845884323e-03,2.9802322388e-07,8.3724632859e-03,3.2470032352e-07,-7.6842904091e-03
6.5130001307e-01,9.1803270578e-01,9.1015625000e-01,9.1803234816e-01,-7.8764557838e-03,-3.5762786865e-07,7.8764557838e-03,3.5762786865e-07,8.5797114298e-03,3.8955894865e-07,-7.8760981560e-03
6.5140002966e-01,9.1822451353e-01,9.1015625000e-01,9.1822421551e-01,-8.0682635307e-03,-2.9802322388e-07,8.0682635307e-03,2.9802322388e-07,8.7868086994e-03,3.2456466670e-07,-8.0679655075e-03
6.5149998665e-01,9.1841626167e-01,9.1015625000e-01,9.1841590405e-01,-8.2600116730e-03,-3.5762786865e-07,8.2600116730e-03,3.5762786865e-07,8.9937560260e-03,3.8939626279e-07,-8.2596540451e-03
6.5160000324e-01,9.1860812902e-01,9.1015625000e-01,9.1860777140e-01,-8.4518790245e-03,-3.5762786865e-07,8.4518790245e-03,3.5762786865e-07,9.2007452622e-03,3.8931494828e-07,-8.4515213966e-03
6.5170001984e-01,9.1880005598e-01,9.1015625000e-01,9.1879987717e-01,-8.6438059807e-03,-1.7881393433e-07,8.6438059807e-03,1.7881393433e-07,9.4077112153e-03,1.9461680267e-07,-8.6436271667e-03
6.5179997683e-01,9.1899186373e-01,9.1015625000e-01,9.1899156570e-01,-8.8356137276e-03,-2.9802322388e-07,8.8356137276e-03,2.9802322388e-07,9.6144638956e-03,3.2429363728e-07,-8.8353157043e-03
6.5189999342e-01,9.1918379068e-01,9.1015625000e-01,9.1918349266e-01,-9.0275406837e-03,-2.9802322388e-07,9.0275406837e-03,2.9802322388e-07,9.8212575540e-03,3.2422593677e-07,-9.0272426605e-03
6.5200001001e-01,9.1937577724e-01,9.1015625000e-01,9.1937547922e-01,-9.2195272446e-03,-2.9802322388e-07,9.2195272446e-03,2.9802322388e-07,1.0028028861e-02,3.2415823625e-07,-9.2192292213e-03
6.5210002661e-01,9.1956776381e-01,9.1015625000e-01,9.1956746578e-01,-9.4115138054e-03,-2.9802322388e-07,9.4115138054e-03,2.9802322388e-07,1.0234714486e-02,3.2409056416e-07,-9.4112157822e-03
6.5219998360e-01,9.1975963116e-01,9.1015625000e-01,9.1975933313e-01,-9.6033811569e-03,-2.9802322388e-07,9.6033811569e-03,2.9802322388e-07,1.0441185907e-02,3.2402294892e-07,-9.6030831337e-03
6.5230000019e-01,9.1995161772e-01,9.1015625000e-01,9.1995143890e-01,-9.7953677177e-03,-1.7881393433e-07,9.7953677177e-03,1.7881393433e-07,1.0647699237e-02,1.9437320020e-07,-9.7951889038e-03
6.5240001678e-01,9.2014366388e-01,9.1015625000e-01,9.2014336586e-01,-9.9874138832e-03,-2.9802322388e-07,9.9874138832e-03,2.9802322388e-07,1.0854189284e-02,3.2388771842e-07,-9.9871158600e-03
6.5249997377e-01,9.2033565044e-01,9.1015625000e-01,9.2033529282e-01,-1.0179400444e-02,-3.5762786865e-07,1.0179400444e-02,3.5762786865e-07,1.1060530320e-02,3.8858416929e-07,-1.0179042816e-02
6.5259999037e-01,9.2052769661e-01,9.1015625000e-01,9.2052733898e-01,-1.0371446609e-02,-3.5762786865e-07,1.0371446609e-02,3.5762786865e-07,1.1266849004e-02,3.8850311057e-07,-1.0371088982e-02
6.5270000696e-01,9.2071980238e-01,9.1015625000e-01,9.2071950436e-01,-1.0563552380e-02,-2.9802322388e-07,1.0563552380e-02,2.9802322388e-07,1.1473145336e-02,3.2368504321e-07,-1.0563254356e-02
6.5280002356e-01,9.2091190815e-01,9.1015625000e-01,9.2091161013e-01,-1.0755658150e-02,-2.9802322388e-07,1.0755658150e-02,2.9802322388e-07,1.1679355986e-02,3.2361751323e-07,-1.0755360126e-02
6.5289998055e-01,9.2110389471e-01,9.1015625000e-01,9.2110365629e-01,-1.0947644711e-02,-2.3841857910e-07,1.0947644711e-02,2.3841857910e-07,1.1885352433e-02,2.5884006050e-07,-1.0947406292e-02
6.5299999714e-01,9.2129606009e-01,9.1015625000e-01,9.2129570246e-01,-1.1139810085e-02,-3.5762786865e-07,1.1139810085e-02,3.5762786865e-07,1.2091455050e-02,3.8817910308e-07,-1.1139452457e-02
6.5310001373e-01,9.2148822546e-01,9.1015625000e-01,9.2148792744e-01,-1.1331975460e-02,-2.9802322388e-07,1.1331975460e-02,2.9802322388e-07,1.2297471985e-02,3.2341512224e-07,-1.1331677437e-02
6.5319997072e-01,9.2168033123e-01,9.1015625000e-01,9.2168003321e-01,-1.1524081230e-02,-2.9802322388e-07,1.1524081230e-02,2.9802322388e-07,1.2503338978e-02,3.2334770594e-07,-1.1523783207e-02
6.5329998732e-01,9.2187255621e-01,9.1015625000e-01,9.2187225819e-01,-1.1716306210e-02,-2.9802322388e-07,1.1716306210e-02,2.9802322388e-07,1.2709246948e-02,3.2328028965e-07,-1.1716008186e-02
6.5340000391e-01,9.2206478119e-01,9.1015625000e-01,9.2206448317e-01,-1.1908531189e-02,-2.9802322388e-07,1.1908531189e-02,2.9802322388e-07,1.2915070169e-02,3.2321290178e-07,-1.1908233166e-02
6.5350002050e-01,9.2225700617e-01,9.1015625000e-01,9.2225670815e-01,-1.2100756168e-02,-2.9802322388e-07,1.2100756168e-02,2.9802322388e-07,1.3120806776e-02,3.2314551390e-07,-1.2100458145e-02
6.5359997749e-01,9.2244917154e-01,9.1015625000e-01,9.2244887352e-01,-1.2292921543e-02,-2.9802322388e-07,1.2292921543e-02,2.9802322388e-07,1.3326394372e-02,3.2307821130e-07,-1.2292623520e-02
6.5369999409e-01,9.2264145613e-01,9.1015625000e-01,9.2264109850e-01,-1.2485206127e-02,-3.5762786865e-07,1.2485206127e-02,3.5762786865e-07,1.3532023877e-02,3.8761305632e-07,-1.2484848499e-02
6.5380001068e-01,9.2283374071e-01,9.1015625000e-01,9.2283332348e-01,-1.2677490711e-02,-4.1723251343e-07,1.2677490711e-02,4.1723251343e-07,1.3737567700e-02,4.5212098598e-07,-1.2677073479e-02
6.5390002728e-01,9.2302608490e-01,9.1015625000e-01,9.2302578688e-01,-1.2869834900e-02,-2.9802322388e-07,1.2869834900e-02,2.9802322388e-07,1.3943089172e-02,3.2287627505e-07,-1.2869536877e-02
6.5399998426e-01,9.2321830988e-01,9.1015625000e-01,9.2321801186e-01,-1.3062059879e-02,-2.9802322388e-07,1.3062059879e-02,2.9802322388e-07,1.4148397371e-02,3.2280905771e-07,-1.3061761856e-02
6.5410000086e-01,9.2341065407e-01,9.1015625000e-01,9.2341041565e-01,-1.3254404068e-02,-2.3841857910e-07,1.3254404068e-02,2.3841857910e-07,1.4353748411e-02,2.5819343819e-07,-1.3254165649e-02
6.5420001745e-01,9.2360305786e-01,9.1015625000e-01,9.2360270023e-01,-1.3446807861e-02,-3.5762786865e-07,1.3446807861e-02,3.5762786865e-07,1.4559077099e-02,3.8720949647e-07,-1.3446450233e-02
6.5429997444e-01,9.2379534245e-01,9.2187500000e-01,9.2379504442e-01,-1.9203424454e-03,-2.9802322388e-07,1.9203424454e-03,2.9802322388e-07,2.0787531976e-03,3.2260740568e-07,-1.9200444221e-03
6.5439999104e-01,9.2398774624e-01,9.2187500000e-01,9.2398744822e-01,-2.1127462387e-03,-2.9802322388e-07,2.1127462387e-03,2.9802322388e-07,2.2865522187e-03,3.2254024518e-07,-2.1124482155e-03
6.5450000763e-01,9.2418020964e-01,9.2187500000e-01,9.2417991161e-01,-2.3052096367e-03,-2.9802322388e-07,2.3052096367e-03,2.9802322388e-07,2.4943291210e-03,3.2247305626e-07,-2.3049116135e-03
6.5460002422e-01,9.2437267303e-01,9.2187500000e-01,9.2437237501e-01,-2.4976730347e-03,-2.9802322388e-07,2.4976730347e-03,2.9802322388e-07,2.7020196430e-03,3.2240592418e-07,-2.4973750114e-03
6.5469998121e-01,9.2456501722e-01,9.2187500000e-01,9.2456477880e-01,-2.6900172234e-03,-2.3841857910e-07,2.6900172234e-03,2.3841857910e-07,2.9094950296e-03,2.5787107916e-07,-2.6897788048e-03
6.5479999781e-01,9.2475754023e-01,9.2187500000e-01,9.2475718260e-01,-2.8825402260e-03,-3.5762786865e-07,2.8825402260e-03,3.5762786865e-07,3.1170768198e-03,3.8672610003e-07,-2.8821825981e-03
6.5490001440e-01,9.2495006323e-01,9.2187500000e-01,9.2494964600e-01,-3.0750632286e-03,-4.1723251343e-07,3.0750632286e-03,4.1723251343e-07,3.3245722298e-03,4.5108652102e-07,-3.0746459961e-03
6.5499997139e-01,9.2514246702e-01,9.2187500000e-01,9.2514228821e-01,-3.2674670219e-03,-1.7881393433e-07,3.2674670219e-03,1.7881393433e-07,3.5318527371e-03,1.9328258816e-07,-3.2672882080e-03
6.5509998798e-01,9.2533499002e-01,9.2187500000e-01,9.2533481121e-01,-3.4599900246e-03,-1.7881393433e-07,3.4599900246e-03,1.7881393433e-07,3.7391756196e-03,1.9324237144e-07,-3.4598112106e-03
6.5520000458e-01,9.2552757263e-01,9.2187500000e-01,9.2552739382e-01,-3.6525726318e-03,-1.7881393433e-07,3.6525726318e-03,1.7881393433e-07,3.9464761503e-03,1.9320216893e-07,-3.6523938179e-03
6.5530002117e-01,9.2572021484e-01,9.2187500000e-01,9.2571997643e-01,-3.8452148438e-03,-2.3841857910e-07,3.8452148438e-03,2.3841857910e-07,4.1537550278e-03,2.5754928856e-07,-3.8449764252e-03
6.5539997816e-01,9.2591267824e-01,9.2187500000e-01,9.2591249943e-01,-4.0376782417e-03,-1.7881393433e-07,4.0376782417e-03,1.7881393433e-07,4.3607549742e-03,1.9312180655e-07,-4.0374994278e-03
6.5549999475e-01,9.2610532045e-01,9.2187500000e-01,9.2610520124e-01,-4.2303204536e-03,-1.1920928955e-07,4.2303204536e-03,1.1920928955e-07,4.5678610913e-03,1.2872109778e-07,-4.2302012444e-03
6.5560001135e-01,9.2629796267e-01,9.2187500000e-01,9.2629784346e-01,-4.4229626656e-03,-1.1920928955e-07,4.4229626656e-03,1.1920928955e-07,4.7748810612e-03,1.2869432453e-07,-4.4228434563e-03
6.5570002794e-01,9.2649066448e-01,9.2187500000e-01,9.2649036646e-01,-4.6156644821e-03,-2.9802322388e-07,4.6156644821e-03,2.9802322388e-07,4.9818791449e-03,3.2166889241e-07,-4.6153664589e-03
6.5579998493e-01,9.2668324709e-01,9.2187500000e-01,9.2668300867e-01,-4.8082470894e-03,-2.3841857910e-07,4.8082470894e-03,2.3841857910e-07,5.1886630245e-03,2.5728164132e-07,-4.8080086708e-03
6.5590000153e-01,9.2687594891e-01,9.2187500000e-01,9.2687571049e-01,-5.0009489059e-03,-2.3841857910e-07,5.0009489059e-03,2.3841857910e-07,5.3954888135e-03,2.5722815167e-07,-5.0007104874e-03
6.5600001812e-01,9.2706865072e-01,9.2187500000e-01,9.2706841230e-01,-5.1936507225e-03,-2.3841857910e-07,5.1936507225e-03,2.3841857910e-07,5.6022289209e-03,2.5717466201e-07,-5.1934123039e-03
6.5609997511e-01,9.2726129293e-01,9.2187500000e-01,9.2726111412e-01,-5.3862929344e-03,-1.7881393433e-07,5.3862929344e-03,1.7881393433e-07,5.8088190854e-03,1.9284092900e-07,-5.3861141205e-03
6.5619999170e-01,9.2745405436e-01,9.2187500000e-01,9.2745387554e-01,-5.5790543556e-03,-1.7881393433e-07,5.5790543556e-03,1.7881393433e-07,6.0154511593e-03,1.9280085439e-07,-5.5788755417e-03
6.5630000830e-01,9.2764681578e-01,9.2187500000e-01,9.2764663696e-01,-5.7718157768e-03,-1.7881393433e-07,5.7718157768e-03,1.7881393433e-07,6.2219970860e-03,1.9276079399e-07,-5.7716369629e-03
6.5640002489e-01,9.2783963680e-01,9.2187500000e-01,9.2783933878e-01,-5.9646368027e-03,-2.9802322388e-07,5.9646368027e-03,2.9802322388e-07,6.4285211265e-03,3.2120121318e-07,-5.9643387794e-03
6.5649998188e-01,9.2803233862e-01,9.2187500000e-01,9.2803210020e-01,-6.1573386192e-03,-2.3841857910e-07,6.1573386192e-03,2.3841857910e-07,6.6348318942e-03,2.5690761163e-07,-6.1571002007e-03
6.5659999847e-01,9.2822521925e-01,9.2187500000e-01,9.2822498083e-01,-6.3502192497e-03,-2.3841857910e-07,6.3502192497e-03,2.3841857910e-07,6.8412483670e-03,2.5685423566e-07,-6.3499808311e-03
6.5670001507e-01,9.2841809988e-01,9.2187500000e-01,9.2841780186e-01,-6.5430998802e-03,-2.9802322388e-07,6.5430998802e-03,2.9802322388e-07,7.0475791581e-03,3.2100109593e-07,-6.5428018570e-03
6.5679997206e-01,9.2861086130e-01,9.2187500000e-01,9.2861062288e-01,-6.7358613014e-03,-2.3841857910e-07,6.7358613014e-03,2.3841857910e-07,7.2536962107e-03,2.5674756898e-07,-6.7356228828e-03
6.5689998865e-01,9.2880374193e-01,9.2187500000e-01,9.2880350351e-01,-6.9287419319e-03,-2.3841857910e-07,6.9287419319e-03,2.3841857910e-07,7.4598556384e-03,2.5669424986e-07,-6.9285035133e-03
6.5700000525e-01,9.2899668217e-01,9.2187500000e-01,9.2899638414e-01,-7.1216821671e-03,-2.9802322388e-07,7.1216821671e-03,2.9802322388e-07,7.6659931801e-03,3.2080117762e-07,-7.1213841438e-03
6.5710002184e-01,9.2918962240e-01,9.2187500000e-01,9.2918932438e-01,-7.3146224022e-03,-2.9802322388e-07,7.3146224022e-03,2.9802322388e-07,7.8720450401e-03,3.2073455714e-07,-7.3143243790e-03
6.5719997883e-01,9.2938244343e-01,9.2187500000e-01,9.2938220501e-01,-7.5074434280e-03,-2.3841857910e-07,7.5074434280e-03,2.3841857910e-07,8.0778840929e-03,2.5653440616e-07,-7.5072050095e-03
6.5729999542e-01,9.2957544327e-01,9.2187500000e-01,9.2957520485e-01,-7.7004432678e-03,-2.3841857910e-07,7.7004432678e-03,2.3841857910e-07,8.2838283852e-03,2.5648114388e-07,-7.7002048492e-03
6.5740001202e-01,9.2976844311e-01,9.2187500000e-01,9.2976814508e-01,-7.8934431076e-03,-2.9802322388e-07,7.8934431076e-03,2.9802322388e-07,8.4896869957e-03,3.2053489463e-07,-7.8931450844e-03
6.5750002861e-01,9.2996144295e-01,9.2187500000e-01,9.2996114492e-01,-8.0864429474e-03,-2.9802322388e-07,8.0864429474e-03,2.9802322388e-07,8.6954608560e-03,3.2046835940e-07,-8.0861449242e-03
6.5759998560e-01,9.3015438318e-01,9.2187500000e-01,9.3015402555e-01,-8.2793831825e-03,-3.5762786865e-07,8.2793831825e-03,3.5762786865e-07,8.9010847732e-03,3.8448226292e-07,-8.2790255547e-03
6.5770000219e-01,9.3034744263e-01,9.2187500000e-01,9.3034714460e-01,-8.4724426270e-03,-2.9802322388e-07,8.4724426270e-03,2.9802322388e-07,9.1067515314e-03,3.2033540265e-07,-8.4721446037e-03
6.5780001879e-01,9.3054050207e-01,9.2187500000e-01,9.3054020405e-01,-8.6655020714e-03,-2.9802322388e-07,8.6655020714e-03,2.9802322388e-07,9.3123316765e-03,3.2026895269e-07,-8.6652040482e-03
6.5789997578e-01,9.3073350191e-01,9.2187500000e-01,9.3073320389e-01,-8.8585019112e-03,-2.9802322388e-07,8.8585019112e-03,2.9802322388e-07,9.5177637413e-03,3.2020253116e-07,-8.8582038879e-03
6.5799999237e-01,9.3092662096e-01,9.2187500000e-01,9.3092638254e-01,-9.0516209602e-03,-2.3841857910e-07,9.0516209602e-03,2.3841857910e-07,9.7232377157e-03,2.5610887633e-07,-9.0513825417e-03
6.5810000896e-01,9.3111974001e-01,9.2187500000e-01,9.3111950159e-01,-9.2447400093e-03,-2.3841857910e-07,9.2447400093e-03,2.3841857910e-07,9.9286260083e-03,2.5605575615e-07,-9.2445015907e-03
6.5820002556e-01,9.3131291866e-01,9.2187500000e-01,9.3131262064e-01,-9.4379186630e-03,-2.9802322388e-07,9.4379186630e-03,2.9802322388e-07,1.0133992881e-02,3.2000332340e-07,-9.4376206398e-03
6.5829998255e-01,9.3150591850e-01,9.2578125000e-01,9.3150568008e-01,-5.7246685028e-03,-2.3841857910e-07,5.7246685028e-03,2.3841857910e-07,6.1456062831e-03,2.5594960107e-07,-5.7244300842e-03
6.5839999914e-01,9.3169915676e-01,9.2578125000e-01,9.3169891834e-01,-5.9179067612e-03,-2.3841857910e-07,5.9179067612e-03,2.3841857910e-07,6.3517354429e-03,2.5589653774e-07,-5.9176683426e-03
6.5850001574e-01,9.3189233541e-01,9.2578125000e-01,9.3189209700e-01,-6.1110854149e-03,-2.3841857910e-07,6.1110854149e-03,2.3841857910e-07,6.5577160567e-03,2.5584347441e-07,-6.1108469963e-03
6.5859997272e-01,9.3208545446e-01,9.2578125000e-01,9.3208509684e-01,-6.3042044640e-03,-3.5762786865e-07,6.3042044640e-03,3.5762786865e-07,6.7635476589e-03,3.8368571609e-07,-6.3038468361e-03
6.5869998932e-01,9.3227869272e-01,9.2578125000e-01,9.3227839470e-01,-6.4974427223e-03,-2.9802322388e-07,6.4974427223e-03,2.9802322388e-07,6.9694211707e-03,3.1967181258e-07,-6.4971446991e-03
6.5880000591e-01,9.3247199059e-01,9.2578125000e-01,9.3247181177e-01,-6.6907405853e-03,-1.7881393433e-07,6.6907405853e-03,1.7881393433e-07,7.1752723306e-03,1.9176333410e-07,-6.6905617714e-03
6.5890002251e-01,9.3266528845e-01,9.2578125000e-01,9.3266499043e-01,-6.8840384483e-03,-2.9802322388e-07,6.8840384483e-03,2.9802322388e-07,7.3810387403e-03,3.1953931057e-07,-6.8837404251e-03
6.5899997950e-01,9.3285846710e-01,9.2578125000e-01,9.3285816908e-01,-7.0772171021e-03,-2.9802322388e-07,7.0772171021e-03,2.9802322388e-07,7.5865923427e-03,3.1947314483e-07,-7.0769190788e-03
6.5909999609e-01,9.3305182457e-01,9.2578125000e-01,9.3305146694e-01,-7.2705745697e-03,-3.5762786865e-07,7.2705745697e-03,3.5762786865e-07,7.7922516502e-03,3.8328832375e-07,-7.2702169418e-03
6.5920001268e-01,9.3324512243e-01,9.2578125000e-01,9.3324500322e-01,-7.4638724327e-03,-1.1920928955e-07,7.4638724327e-03,1.1920928955e-07,7.9977624118e-03,1.2773631397e-07,-7.4637532234e-03
6.5930002928e-01,9.3343847990e-01,9.2578125000e-01,9.3343836069e-01,-7.6572299004e-03,-1.1920928955e-07,7.6572299004e-03,1.1920928955e-07,8.2032503560e-03,1.2770985336e-07,-7.6571106911e-03
6.5939998627e-01,9.3363177776e-01,9.2578125000e-01,9.3363153934e-01,-7.8505277634e-03,-2.3841857910e-07,7.8505277634e-03,2.3841857910e-07,8.4085911512e-03,2.5536681392e-07,-7.8502893448e-03
6.5950000286e-01,9.3382519484e-01,9.2578125000e-01,9.3382495642e-01,-8.0439448357e-03,-2.3841857910e-07,8.0439448357e-03,2.3841857910e-07,8.6139729246e-03,2.5531392112e-07,-8.0437064171e-03
6.5960001945e-01,9.3401861191e-01,9.2578125000e-01,9.3401831388e-01,-8.2373619080e-03,-2.9802322388e-07,8.2373619080e-03,2.9802322388e-07,8.8192699477e-03,3.1907632092e-07,-8.2370638847e-03
6.5969997644e-01,9.3421190977e-01,9.2578125000e-01,9.3421161175e-01,-8.4306597710e-03,-2.9802322388e-07,8.4306597710e-03,2.9802322388e-07,9.0243546292e-03,3.1901029729e-07,-8.4303617477e-03
6.5979999304e-01,9.3440538645e-01,9.2578125000e-01,9.3440520763e-01,-8.6241364479e-03,-1.7881393433e-07,8.6241364479e-03,1.7881393433e-07,9.2295445502e-03,1.9136655283e-07,-8.6239576340e-03
6.5990000963e-01,9.3459886312e-01,9.2578125000e-01,9.3459862471e-01,-8.8176131248e-03,-2.3841857910e-07,8.8176131248e-03,2.3841857910e-07,9.4346497208e-03,2.5510257728e-07,-8.8173747063e-03
6.6000002623e-01,9.3479239941e-01,9.2578125000e-01,9.3479198217e-01,-9.0111494064e-03,-4.1723251343e-07,9.0111494064e-03,4.1723251343e-07,9.6397334710e-03,4.4633708285e-07,-9.0107321739e-03
6.6009998322e-01,9.3498581648e-01,9.2578125000e-01,9.3498551846e-01,-9.2045664787e-03,-2.9802322388e-07,9.2045664787e-03,2.9802322388e-07,9.8446058109e-03,3.1874625961e-07,-9.2042684555e-03
6.6019999981e-01,9.3517935276e-01,9.2578125000e-01,9.3517899513e-01,-9.3981027603e-03,-3.5762786865e-07,9.3981027603e-03,3.5762786865e-07,1.0049519129e-02,3.8241634570e-07,-9.3977451324e-03
6.6030001640e-01,9.3537288904e-01,9.2578125000e-01,9.3537271023e-01,-9.5916390419e-03,-1.7881393433e-07,9.5916390419e-03,1.7881393433e-07,1.0254347697e-02,1.9116860983e-07,-9.5914602280e-03
6.6039997339e-01,9.3556636572e-01,9.2578125000e-01,9.3556606770e-01,-9.7851157188e-03,-2.9802322388e-07,9.7851157188e-03,2.9802322388e-07,1.0459029116e-02,3.1854847293e-07,-9.7848176956e-03
6.6049998999e-01,9.3575996161e-01,9.2578125000e-01,9.3575978279e-01,-9.9787116051e-03,-1.7881393433e-07,9.9787116051e-03,1.7881393433e-07,1.0663751513e-02,1.9108952642e-07,-9.9785327911e-03
6.6060000658e-01,9.3595355749e-01,9.2578125000e-01,9.3595331907e-01,-1.0172307491e-02,-2.3841857910e-07,1.0172307491e-02,2.3841857910e-07,1.0868389159e-02,2.5473335086e-07,-1.0172069073e-02
6.6070002317e-01,9.3614721298e-01,9.2578125000e-01,9.3614697456e-01,-1.0365962982e-02,-2.3841857910e-07,1.0365962982e-02,2.3841857910e-07,1.1073005386e-02,2.5468065701e-07,-1.0365724564e-02
6.6079998016e-01,9.3634074926e-01,9.2578125000e-01,9.3634057045e-01,-1.0559499264e-02,-1.7881393433e-07,1.0559499264e-02,1.7881393433e-07,1.1277411133e-02,1.9097100790e-07,-1.0559320450e-02
6.6089999676e-01,9.3653440475e-01,9.2578125000e-01,9.3653422594e-01,-1.0753154755e-02,-1.7881393433e-07,1.0753154755e-02,1.7881393433e-07,1.1481857859e-02,1.9093151593e-07,-1.0752975941e-02
6.6100001335e-01,9.3672811985e-01,9.2578125000e-01,9.3672788143e-01,-1.0946869850e-02,-2.3841857910e-07,1.0946869850e-02,2.3841857910e-07,1.1686283164e-02,2.5452271757e-07,-1.0946631432e-02
6.6109997034e-01,9.3692171574e-01,9.2578125000e-01,9.3692153692e-01,-1.1140465736e-02,-1.7881393433e-07,1.1140465736e-02,1.7881393433e-07,1.1890497990e-02,1.9085258884e-07,-1.1140286922e-02
6.6119998693e-01,9.3711543083e-01,9.2578125000e-01,9.3711525202e-01,-1.1334180832e-02,-1.7881393433e-07,1.1334180832e-02,1.7881393433e-07,1.2094753794e-02,1.9081313951e-07,-1.1334002018e-02
6.6130000353e-01,9.3730920553e-01,9.2578125000e-01,9.3730896711e-01,-1.1527955532e-02,-2.3841857910e-07,1.1527955532e-02,2.3841857910e-07,1.2298989110e-02,2.5436492024e-07,-1.1527717113e-02
6.6140002012e-01,9.3750298023e-01,9.2578125000e-01,9.3750274181e-01,-1.1721730232e-02,-2.3841857910e-07,1.1721730232e-02,2.3841857910e-07,1.2503138743e-02,2.5431234008e-07,-1.1721491814e-02
